Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,36.000000,41.340000,32.740002,34.990002,34.990002,69671400
2019-06-17,34.720001,35.360001,32.669998,33.700001,33.700001,15403000
2019-06-18,34.500000,37.470001,34.349998,37.360001,37.360001,11022800
2019-06-19,37.599998,37.630001,34.250000,34.900002,34.900002,11163600
2019-06-20,35.110001,35.549999,33.599998,34.230000,34.230000,7901000
2019-06-21,33.490002,34.000000,31.200001,32.279999,32.279999,9277700
2019-06-24,31.879999,32.869999,30.790001,31.530001,31.530001,3680400
2019-06-25,32.000000,32.560001,30.785000,31.799999,31.799999,3232900
2019-06-26,32.400002,32.779999,31.735001,32.369999,32.369999,2124600
2019-06-27,32.419998,33.400002,32.368000,33.310001,33.310001,1559900
2019-06-28,33.400002,35.400002,33.349998,35.000000,35.000000,5280600
2019-07-01,35.000000,35.160000,33.049999,33.650002,33.650002,2549000
2019-07-02,33.619999,33.619999,32.500000,33.009998,33.009998,1194800
2019-07-03,33.000000,34.310001,33.000000,33.820000,33.820000,1191400
2019-07-05,33.529999,34.580002,33.220001,34.270000,34.270000,1889100
2019-07-08,34.200001,34.799999,33.930000,34.400002,34.400002,2177900
2019-07-09,33.919998,34.490002,32.758999,33.290001,33.290001,3507700
2019-07-10,33.439999,34.139999,33.005001,33.209999,33.209999,2065900
2019-07-11,33.400002,33.630001,32.919998,33.380001,33.380001,1597100
2019-07-12,33.400002,34.060001,33.400002,33.959999,33.959999,1414500
2019-07-15,34.009998,34.049999,33.040001,33.090000,33.090000,1840700
2019-07-16,33.230000,33.279999,32.549999,32.810001,32.810001,1800600
2019-07-17,32.570000,32.599998,31.150000,31.660000,31.660000,3829900
2019-07-18,31.350000,33.150002,30.940001,32.849998,32.849998,5567800
2019-07-19,33.810001,33.820000,30.250000,30.690001,30.690001,11071400
2019-07-22,30.850000,31.730000,30.200001,30.209999,30.209999,3180800
2019-07-23,30.469999,30.573999,29.030001,29.610001,29.610001,5317800
2019-07-24,29.719999,32.849998,29.520000,32.700001,32.700001,5582000
2019-07-25,32.580002,33.849998,32.310001,33.750000,33.750000,4979600
2019-07-26,33.630001,33.750000,32.313999,32.450001,32.450001,2169700
2019-07-29,32.450001,34.200001,32.400002,34.160000,34.160000,1896300
2019-07-30,33.860001,34.639999,33.689999,34.430000,34.430000,1320000
2019-07-31,34.570000,35.500000,33.250000,33.560001,33.560001,2406900
2019-08-01,33.730000,35.090000,33.459999,33.580002,33.580002,1884700
2019-08-02,33.570000,34.299999,32.340000,32.570000,32.570000,2101100
2019-08-05,31.700001,32.619999,31.500000,32.209999,32.209999,2519600
2019-08-06,32.650002,33.209999,31.790001,32.619999,32.619999,1617800
2019-08-07,32.209999,32.480000,31.270000,32.330002,32.330002,1602200
2019-08-08,32.400002,34.029999,32.310001,33.950001,33.950001,1286900
2019-08-09,33.919998,34.990002,33.500000,33.750000,33.750000,1384700
2019-08-12,33.259998,33.750000,32.750000,33.720001,33.720001,937100
2019-08-13,33.389999,35.200001,32.650002,32.970001,32.970001,1785400
2019-08-14,32.639999,32.639999,30.570000,31.840000,31.840000,2213500
2019-08-15,31.840000,32.007000,30.000000,30.860001,30.860001,2528400
2019-08-16,30.969999,31.365000,30.629999,30.940001,30.940001,1639600
2019-08-19,31.260000,31.799999,30.750000,31.570000,31.570000,1388300
2019-08-20,31.510000,32.189999,31.100000,32.119999,32.119999,735100
2019-08-21,32.250000,32.480000,31.010000,31.500000,31.500000,1230300
2019-08-22,31.330000,31.740000,30.450001,30.910000,30.910000,885600
2019-08-23,30.600000,30.719999,29.660000,29.780001,29.780001,2847800
2019-08-26,30.020000,31.240000,29.910000,31.000000,31.000000,1800100
2019-08-27,31.320000,32.240002,30.299999,30.770000,30.770000,1777000
2019-08-28,30.500000,30.850000,30.190001,30.400000,30.400000,684000
2019-08-29,30.910000,31.705000,30.469999,31.700001,31.700001,892700
2019-08-30,31.820000,33.220001,31.680000,33.000000,33.000000,1242100
2019-09-03,32.750000,34.119999,32.507999,33.290001,33.290001,1933200
2019-09-04,33.630001,34.750000,33.480000,34.320000,34.320000,1890700
2019-09-05,34.680000,34.900002,33.580002,34.000000,34.000000,1558100
2019-09-06,34.020000,34.500000,32.660000,32.790001,32.790001,1130600
2019-09-09,33.000000,33.740002,32.209999,33.439999,33.439999,1021200
2019-09-10,33.090000,33.099998,30.209999,30.440001,30.440001,3040200
2019-09-11,30.690001,30.980000,29.860001,30.280001,30.280001,2116000
2019-09-12,30.500000,30.915001,29.250000,29.510000,29.510000,2205500
2019-09-13,29.700001,29.879999,29.450001,29.480000,29.480000,1524300
2019-09-16,29.270000,30.920000,29.188000,30.430000,30.430000,2713100
2019-09-17,30.760000,31.040001,29.400000,30.250000,30.250000,4661400
2019-09-18,29.200001,29.400000,27.379999,28.389999,28.389999,9530300
2019-09-19,28.110001,28.690001,26.850000,27.430000,27.430000,5779600
2019-09-20,27.480000,27.809999,26.290001,26.389999,26.389999,5267300
2019-09-23,27.459999,27.990000,27.059999,27.500000,27.500000,3134600
2019-09-24,27.600000,27.870001,25.920000,26.030001,26.030001,2864000
2019-09-25,26.639999,27.110001,26.139999,27.049999,27.049999,2254600
2019-09-26,26.889999,26.950001,25.920000,26.280001,26.280001,1870500
2019-09-27,26.209999,26.500000,25.809999,26.010000,26.010000,1881000
2019-09-30,26.219999,26.430000,24.520000,24.580000,24.580000,2554300
2019-10-01,24.660000,25.049999,23.020000,23.150000,23.150000,4025100
2019-10-02,23.000000,24.270000,22.280001,24.049999,24.049999,3713300
2019-10-03,24.510000,25.170000,23.650000,24.420000,24.420000,1912100
2019-10-04,24.450001,25.980000,24.430000,25.860001,25.860001,1767300
2019-10-07,25.879999,26.950001,25.850000,26.719999,26.719999,2587600
2019-10-08,26.370001,26.590000,25.770000,26.209999,26.209999,2186100
2019-10-09,26.209999,26.730000,25.309999,25.389999,25.389999,976700
2019-10-10,25.330000,26.120001,25.100000,25.389999,25.389999,1221600
2019-10-11,25.320000,26.490000,25.290001,26.040001,26.040001,977700
2019-10-14,25.879999,26.162001,24.879999,25.780001,25.780001,1334700
2019-10-15,25.700001,26.950001,25.650000,26.790001,26.790001,1194600
2019-10-16,26.910000,27.340000,26.330000,26.490000,26.490000,1374800
2019-10-17,26.500000,26.940001,26.150000,26.740000,26.740000,1716500
2019-10-18,26.860001,27.290001,26.480000,27.049999,27.049999,1704100
2019-10-21,27.049999,28.240000,26.709999,27.860001,27.860001,1548700
2019-10-22,28.000000,28.490000,27.608000,28.059999,28.059999,1371900
2019-10-23,28.150000,28.209999,26.650000,26.790001,26.790001,1477500
2019-10-24,26.840000,27.250000,26.650000,26.730000,26.730000,1222100
2019-10-25,26.750000,28.270000,26.750000,27.790001,27.790001,1075300
2019-10-28,27.299999,27.660000,26.900000,27.250000,27.250000,1070300
2019-10-29,27.190001,27.209999,25.760000,25.770000,25.770000,1195900
2019-10-30,25.830000,26.010000,24.920000,25.389999,25.389999,966000
2019-10-31,25.360001,25.440001,24.480000,24.670000,24.670000,1195900
2019-11-01,24.870001,24.875999,23.510000,23.910000,23.910000,2166600
2019-11-04,24.150000,24.430000,23.639999,23.750000,23.750000,1321400
2019-11-05,23.889999,24.650000,23.049999,24.530001,24.530001,1867800
2019-11-06,24.430000,24.600000,23.129999,23.639999,23.639999,1837100
2019-11-07,23.639999,24.090000,22.770000,22.969999,22.969999,1232200
2019-11-08,23.000000,23.180000,22.559999,22.990000,22.990000,1102500
2019-11-11,23.549999,23.639999,22.750000,22.950001,22.950001,2387200
2019-11-12,22.889999,23.530001,22.559999,23.030001,23.030001,1967500
2019-11-13,23.049999,24.000000,22.879999,23.850000,23.850000,1636500
2019-11-14,23.850000,23.930000,22.760000,23.400000,23.400000,1558600
2019-11-15,23.549999,23.690001,22.950001,23.400000,23.400000,1279400
2019-11-18,23.150000,23.299999,21.680000,22.129999,22.129999,3447000
2019-11-19,22.000000,23.600000,21.959999,23.120001,23.120001,3646400
2019-11-20,23.049999,23.670000,22.719999,23.200001,23.200001,2175800
2019-11-21,23.160000,23.290001,22.500000,22.680000,22.680000,1443300
2019-11-22,22.950001,23.010000,22.341000,22.889999,22.889999,1537300
2019-11-25,22.799999,23.740000,22.620001,23.389999,23.389999,4445200
2019-11-26,23.520000,24.180000,23.360001,23.900000,23.900000,1594900
2019-11-27,23.959999,24.480000,23.639999,24.379999,24.379999,1150300
2019-11-29,24.379999,24.950001,24.202000,24.760000,24.760000,909200
2019-12-02,24.980000,24.990000,23.350000,23.830000,23.830000,3010400
2019-12-03,23.240000,24.510000,22.980000,24.309999,24.309999,2213100
2019-12-04,24.530001,24.545000,22.670000,22.889999,22.889999,2904900
2019-12-05,23.889999,24.639999,23.010000,24.330000,24.330000,3646600
2019-12-06,24.450001,25.340000,24.120001,24.950001,24.950001,2999600
2019-12-09,25.330000,25.360001,23.840000,24.180000,24.180000,5005900
2019-12-10,24.000000,26.070000,23.070000,25.500000,25.500000,9117600
2019-12-11,26.799999,27.690001,26.059999,26.879999,26.879999,7758500
2019-12-12,27.049999,28.677000,27.010000,27.950001,27.950001,6305900
2019-12-13,28.350000,29.480000,28.100000,28.260000,28.260000,3794300
2019-12-16,28.330000,28.490000,27.240000,28.030001,28.030001,2487500
2019-12-17,28.059999,28.600000,27.639999,28.570000,28.570000,2393100
2019-12-18,28.680000,28.680000,27.840000,27.910000,27.910000,2687700
2019-12-19,28.219999,28.790001,27.990000,28.559999,28.559999,2492000
2019-12-20,28.530001,29.500000,28.530001,29.080000,29.080000,12146300
2019-12-23,29.170000,29.440001,27.660000,28.440001,28.440001,3795200
2019-12-24,28.549999,29.010000,28.500000,28.809999,28.809999,1571700
2019-12-26,29.010000,29.611000,28.830000,29.420000,29.420000,2966600
2019-12-27,29.510000,29.600000,28.389999,28.629999,28.629999,1441700
2019-12-30,28.639999,28.665001,28.330000,28.490000,28.490000,1767900
2019-12-31,28.389999,29.139999,28.200001,29.000000,29.000000,1705600
2020-01-02,29.320000,29.629999,28.950001,29.620001,29.620001,2145100
2020-01-03,29.000000,29.400000,28.530001,29.340000,29.340000,2205300
2020-01-06,28.900000,29.799999,28.559999,29.370001,29.370001,2110400
2020-01-07,29.350000,29.900000,29.125000,29.200001,29.200001,1896700
2020-01-08,29.500000,29.500000,28.590000,28.620001,28.620001,1275100
2020-01-09,29.920000,30.620001,29.219999,29.430000,29.430000,4261600
2020-01-10,29.500000,29.549999,28.510000,29.230000,29.230000,1976700
2020-01-13,29.559999,30.990000,29.559999,30.520000,30.520000,3283500
2020-01-14,30.799999,31.520000,30.559999,31.129999,31.129999,2795400
2020-01-15,31.290001,31.969999,30.473000,30.500000,30.500000,3212000
2020-01-16,30.750000,30.770000,28.879999,29.270000,29.270000,3362900
2020-01-17,29.379999,30.030001,28.709999,29.370001,29.370001,2344200
2020-01-21,29.430000,30.190001,28.969999,30.139999,30.139999,1909100
2020-01-22,30.299999,30.299999,29.000000,29.020000,29.020000,2501800
2020-01-23,28.900000,28.969999,27.600000,28.030001,28.030001,2699800
2020-01-24,28.299999,28.650000,27.910000,28.469999,28.469999,1314100
2020-01-27,28.450001,29.129999,28.160000,28.980000,28.980000,1338400
2020-01-28,28.910000,29.400000,28.610001,29.260000,29.260000,1151900
2020-01-29,29.230000,29.332001,28.200001,28.250000,28.250000,1101700
2020-01-30,28.170000,28.900000,28.114000,28.620001,28.620001,1395000
2020-01-31,28.559999,28.590000,26.059999,26.510000,26.510000,4522400
2020-02-03,26.670000,28.230000,26.610001,28.200001,28.200001,1751000
2020-02-04,28.799999,29.379999,27.129999,27.340000,27.340000,2228900
2020-02-05,27.740000,27.757999,26.830000,26.900000,26.900000,1564500
2020-02-06,27.150000,27.799999,26.440001,27.709999,27.709999,1547700
2020-02-07,27.389999,28.240000,27.280001,27.879999,27.879999,1560800
2020-02-10,27.980000,28.559999,27.870001,28.049999,28.049999,1348700
2020-02-11,28.290001,28.549999,27.600000,27.730000,27.730000,1482800
2020-02-12,27.850000,28.150000,27.280001,28.100000,28.100000,1299900
2020-02-13,28.000000,29.049999,27.799999,28.870001,28.870001,1575600
2020-02-14,28.860001,29.000000,28.360001,28.700001,28.700001,1566700
2020-02-18,28.540001,29.250000,28.290001,28.920000,28.920000,1164700
2020-02-19,28.900000,29.299999,28.747999,29.299999,29.299999,1058900
2020-02-20,29.120001,29.799999,28.950001,29.240000,29.240000,1163300
2020-02-21,32.049999,32.369999,29.850000,30.400000,30.400000,5857300
2020-02-24,28.799999,31.440001,28.799999,30.840000,30.840000,3526600
2020-02-25,31.000000,31.809999,29.330000,29.490000,29.490000,2883900
2020-02-26,29.770000,30.930000,29.326000,30.740000,30.740000,3074000
2020-02-27,29.879999,31.389999,29.500000,30.070000,30.070000,2794900
2020-02-28,28.860001,29.900000,28.360001,29.600000,29.600000,3611200
2020-03-02,30.000000,30.000000,28.250000,28.930000,28.930000,2754600
2020-03-03,29.290001,29.690001,27.410999,27.750000,27.750000,3098000
2020-03-04,28.160000,28.290001,27.260000,27.930000,27.930000,3673200
2020-03-05,27.379999,29.150000,27.209999,28.520000,28.520000,2628800
2020-03-06,27.690001,28.316999,27.459999,28.020000,28.020000,1813200
2020-03-09,26.389999,27.680000,26.000000,27.290001,27.290001,2235300
2020-03-10,27.740000,27.990000,26.110001,27.110001,27.110001,2491100
2020-03-11,26.719999,26.889999,24.830000,25.459999,25.459999,2417300
2020-03-12,23.090000,25.330000,20.620001,22.770000,22.770000,3530900
2020-03-13,24.320000,26.100000,23.260000,26.049999,26.049999,2368700
